Date,Fighter A,Fighter B,Winner,Weight Class,Method,Round,Time
"November 17, 2012",Patrick Cote,Alessio Sakara,Patrick Cote,Middleweight,DQ,1,1:26
"November 17, 2012",Cyrille Diabate,Chad Griggs,Cyrille Diabate,Light Heavyweight,SUBRear Naked Choke,1,2:24
"November 17, 2012",John Makdessi,Sam Stout,John Makdessi,Lightweight,U-DEC,3,5:00
"November 17, 2012",Antonio Carvalho,Rodrigo Damm,Antonio Carvalho,Featherweight,S-DEC,3,5:00
"November 17, 2012",Matthew Riddle,John Maguire,Matthew Riddle,Welterweight,U-DEC,3,5:00
"November 17, 2012",Ivan Menjivar,Azamat Gashimov,Ivan Menjivar,Bantamweight,SUBArmbar,1,2:44
"November 17, 2012",Darren Elkins,Steven Siler,Darren Elkins,Featherweight,U-DEC,3,5:00
"November 10, 2012",Cung Le,Rich Franklin,Cung Le,Middleweight,KO/TKOPunch,1,2:17
"November 10, 2012",Thiago Silva,Stanislav Nedkov,Draw/NC,Light Heavyweight,Overturned,3,1:45
"November 10, 2012",Dong Hyun Kim,Paulo Thiago,Dong Hyun Kim,Welterweight,U-DEC,3,5:00
"November 10, 2012",Takanori Gomi,Mac Danzig,Takanori Gomi,Lightweight,S-DEC,3,5:00
"November 10, 2012",Jon Tuck,Zhang Tiequan,Jon Tuck,Lightweight,U-DEC,3,5:00
"November 10, 2012",Takeya Mizugaki,Jeff Hougland,Takeya Mizugaki,Bantamweight,U-DEC,3,5:00
"November 10, 2012",Alex Caceres,Motonobu Tezuka,Alex Caceres,Bantamweight,S-DEC,3,5:00
"November 10, 2012",John Lineker,Yasuhiro Urushitani,John Lineker,Flyweight,U-DEC,3,5:00
"November 10, 2012",Riki Fukuda,Tom DeBlass,Riki Fukuda,Middleweight,U-DEC,3,5:00
"October 13, 2012",Anderson Silva,Stephan Bonnar,Anderson Silva,Light Heavyweight,KO/TKOKnee,1,4:40
"October 13, 2012",Antonio Rodrigo Nogueira,Dave Herman,Antonio Rodrigo Nogueira,Heavyweight,SUBArmbar,2,4:31
"October 13, 2012",Glover Teixeira,Fabio Maldonado,Glover Teixeira,Light Heavyweight,KO/TKO,2,5:00
"October 13, 2012",Jon Fitch,Erick Silva,Jon Fitch,Welterweight,U-DEC,3,5:00
"October 13, 2012",Phil Davis,Wagner Prado,Phil Davis,Light Heavyweight,SUBAnaconda Choke,2,4:29
"October 13, 2012",Demian Maia,Rick Story,Demian Maia,Welterweight,SUBRear Naked Choke,1,2:30
"October 13, 2012",Rony Jason,Sam Sicilia,Rony Jason,Featherweight,KO/TKOPunch,2,4:16
"October 13, 2012",Gleison Tibau,Francisco Trinaldo,Gleison Tibau,Lightweight,U-DEC,3,5:00
"October 13, 2012",Diego Brandao,Joey Gambino,Diego Brandao,Featherweight,U-DEC,3,5:00
"October 13, 2012",Sergio Moraes,Renee Forte,Sergio Moraes,Welterweight,SUBRear Naked Choke,3,3:10
"October 13, 2012",Chris Camozzi,Luiz Cane,Chris Camozzi,Middleweight,U-DEC,3,5:00
"October 13, 2012",Cristiano Marcello,Reza Madadi,Cristiano Marcello,Lightweight,S-DEC,3,5:00
"October 05, 2012",Antonio Silva,Travis Browne,Antonio Silva,Heavyweight,KO/TKOPunch,1,3:27
"October 05, 2012",Jake Ellenberger,Jay Hieron,Jake Ellenberger,Welterweight,U-DEC,3,5:00
"October 05, 2012",John Dodson,Jussier Formiga,John Dodson,Flyweight,KO/TKOPunch,2,4:35
"October 05, 2012",Justin Edwards,Josh Neer,Justin Edwards,Welterweight,SUBGuillotine Choke,1,0:45
"October 05, 2012",Michael Johnson,Danny Castillo,Michael Johnson,Lightweight,KO/TKOPunch,2,1:06
"October 05, 2012",Mike Pierce,Aaron Simpson,Mike Pierce,Welterweight,KO/TKOPunch,2,0:29
"October 05, 2012",Marcus LeVesseur,Carlo Prater,Marcus LeVesseur,Lightweight,S-DEC,3,5:00
"October 05, 2012",Jacob Volkmann,Shane Roller,Jacob Volkmann,Lightweight,SUBRear Naked Choke,1,2:38
"October 05, 2012",Diego Nunes,Bart Palaszewski,Diego Nunes,Featherweight,U-DEC,3,5:00
"October 05, 2012",Darren Uyenoyama,Phil Harris,Darren Uyenoyama,Flyweight,SUBRear Naked Choke,2,3:38
"September 29, 2012",Stefan Struve,Stipe Miocic,Stefan Struve,Heavyweight,KO/TKOPunches,2,3:50
"September 29, 2012",Dan Hardy,Amir Sadollah,Dan Hardy,Welterweight,U-DEC,3,5:00
"September 29, 2012",Brad Pickett,Yves Jabouin,Brad Pickett,Bantamweight,KO/TKOPunch,1,3:40
"September 29, 2012",Matt Wiman,Paul Sass,Matt Wiman,Lightweight,SUBArmbar,1,3:48
"September 29, 2012",John Hathaway,John Maguire,John Hathaway,Welterweight,U-DEC,3,5:00
"September 29, 2012",Che Mills,Duane Ludwig,Che Mills,Welterweight,KO/TKO,1,2:28
"September 29, 2012",Jimi Manuwa,Kyle Kingsbury,Jimi Manuwa,Light Heavyweight,KO/TKO,2,5:00
"September 29, 2012",Akira Corassani,Andy Ogle,Akira Corassani,Featherweight,S-DEC,3,5:00
"September 29, 2012",Brad Tavares,Tom Watson,Brad Tavares,Middleweight,S-DEC,3,5:00
"September 29, 2012",Gunnar Nelson,DaMarques Johnson,Gunnar Nelson,Catch Weight,SUBRear Naked Choke,1,3:34
"September 29, 2012",Robert Peralta,Jason Young,Robert Peralta,Featherweight,KO/TKOPunch,1,0:23
"September 22, 2012",Jon Jones,Vitor Belfort,Jon Jones,Light Heavyweight,SUBKeylock,4,0:54
"September 22, 2012",Demetrious Johnson,Joseph Benavidez,Demetrious Johnson,Flyweight,S-DEC,5,5:00
